pet1_breed,pet1_size,pet1_energy,pet1_temperament,pet1_age,pet1_social,pet1_weight,pet2_breed,pet2_size,pet2_energy,pet2_temperament,pet2_age,pet2_social,pet2_weight,compatibility_score
Husky,large,high,energetic,9,0.618740352915274,87,Poodle,medium,medium,intelligent,8,0.7425600829159388,39,0.8577872208007575
Pomeranian,small,medium,bold,14,0.6014659117381093,7,Dachshund,small,medium,stubborn,6,0.47732206452223747,17,0.8853887874578618
Bulldog,medium,low,calm,7,0.6944435458477544,48,Pomeranian,small,low,bold,6,0.41851781258070514,11,1.0
Husky,large,high,energetic,13,0.7227731114452651,70,Labrador,large,high,friendly,4,0.816459755580825,80,0.8049871414548991
Husky,large,high,energetic,4,0.7236266338449375,99,Bulldog,medium,low,calm,14,0.819928209296647,26,0.22115733763215217
Border Collie,medium,medium,intelligent,14,0.615478163582952,53,Husky,large,high,energetic,4,0.6818036757214223,85,0.5487783508626367
Poodle,medium,medium,intelligent,11,0.6031321399933489,39,Husky,large,medium,energetic,4,0.6578768454317948,73,0.8184328273261825
Husky,large,high,energetic,12,0.7388797574551517,69,Labrador,large,high,friendly,8,0.8187218275804025,82,0.8959989279726039
Corgi,small,medium,friendly,7,0.5257424887927179,22,Bulldog,medium,low,calm,3,0.6780097578679637,35,0.637895923078499
Labrador,large,high,friendly,9,0.9873477430872082,76,Boxer,large,high,playful,7,0.6174251435097681,64,0.9714179064155775
Beagle,medium,low,friendly,4,0.7235098071429908,36,Husky,large,high,energetic,5,0.8671466216898533,94,0.533674262457518
Shih Tzu,small,low,calm,11,0.579324097878022,23,German Shepherd,large,high,protective,1,0.6313860369752876,88,0.010711755227144341
Husky,large,high,energetic,7,0.6268417648123228,95,Corgi,small,medium,friendly,3,0.7104286523714429,15,0.3725048069745208
German Shepherd,large,medium,protective,11,0.5345149542606985,68,Rottweiler,large,medium,protective,14,0.4857555946747254,84,0.9452227528214984
Shih Tzu,small,medium,calm,12,0.4166105515817352,24,Dachshund,small,medium,stubborn,11,0.4636428991078106,20,0.9007080179479148
Boxer,large,medium,playful,6,0.9415316989213918,76,Bulldog,medium,low,calm,14,0.7127326959064212,55,0.7593014205330236
Border Collie,medium,high,intelligent,9,0.7099900661840278,52,Border Collie,medium,low,intelligent,11,0.7230392214626336,51,0.5804214749247105
Labrador,large,high,friendly,3,0.82832320782133,87,Poodle,medium,medium,intelligent,10,0.6516764794078705,46,0.5924685579468304
Shih Tzu,small,low,calm,11,0.5753289895297699,6,Poodle,medium,medium,intelligent,2,0.5447537063685426,31,0.5250596941440525
Beagle,medium,medium,friendly,14,0.7889159139811442,38,German Shepherd,large,high,protective,5,0.783317291593471,78,0.5521620982677252
Beagle,medium,high,friendly,11,0.9056988904563275,25,Corgi,small,medium,friendly,8,0.757354541090379,23,0.9702949756819788
Boxer,large,high,playful,10,0.8248553052315721,96,Husky,large,high,energetic,8,0.7065015879472876,92,0.9509272225120867
Dachshund,small,medium,stubborn,1,0.6241835646994291,7,Golden Retriever,large,high,friendly,11,0.8130619910556562,74,0.3168117029030505
Golden Retriever,large,high,friendly,14,0.571312145666812,89,Rottweiler,large,low,protective,11,0.5086082500768784,85,0.4923148976703514
German Shepherd,large,low,protective,5,0.6170167264311115,80,Chihuahua,small,medium,nervous,9,0.3914433483852828,15,0.42617907168002905
Corgi,small,medium,friendly,11,0.8436645110089205,6,Husky,large,high,energetic,6,0.6848283497037525,89,0.3276351145556179
Labrador,large,high,friendly,9,1.0,82,Dachshund,small,medium,stubborn,2,0.49944274111650083,6,0.35013965932338215
Bulldog,medium,medium,calm,1,0.6754981711797775,27,Labrador,large,high,friendly,5,0.9312106928472199,66,0.7600116119512735
Boxer,large,high,playful,8,0.764776405302489,61,Golden Retriever,large,medium,friendly,14,0.9871819205224838,64,0.8510410897768088
German Shepherd,large,high,protective,9,0.42181199758481036,97,Beagle,medium,high,friendly,7,0.8444490593406644,38,0.8925750289109896
Shih Tzu,small,low,calm,10,0.46717582633946153,14,Chihuahua,small,medium,nervous,5,0.4053117603877746,7,0.6129041730557931
Husky,large,medium,energetic,4,0.8612437741978153,84,Rottweiler,large,medium,protective,9,0.6580069480437994,94,0.9529239772004761
Rottweiler,large,medium,protective,4,0.2962671407071228,89,Golden Retriever,large,high,friendly,2,0.856148762955,69,0.8470281448936279
Labrador,large,high,friendly,2,1.0,89,Chihuahua,small,medium,nervous,1,0.40682778438580136,22,0.559220664759503
Rottweiler,large,low,protective,12,0.5027671696059333,69,Chihuahua,small,medium,nervous,2,0.3991994858038899,11,0.1404604648170099
Beagle,medium,high,friendly,6,0.8077448392935266,35,Chihuahua,small,medium,nervous,6,0.29555810796732324,17,0.8651423504837233
Dachshund,small,low,stubborn,13,0.5938448262911682,24,German Shepherd,large,high,protective,14,0.42782795031500176,78,0.337026784411661
German Shepherd,large,medium,protective,2,0.6383031029338786,61,Border Collie,medium,high,intelligent,14,0.8146632472219661,30,0.5737476767247721
Labrador,large,medium,friendly,7,0.9034776295057191,79,Border Collie,medium,high,intelligent,2,0.8056624406335574,33,0.7438258068123681
Poodle,medium,medium,intelligent,5,0.629498877948591,26,Beagle,medium,high,friendly,5,0.7643540938951896,44,0.9291739404999909
Dachshund,small,medium,stubborn,4,0.4815587672448811,14,Border Collie,medium,high,intelligent,3,0.8119251984946149,44,0.7927348445508883
Rottweiler,large,medium,protective,9,0.37180393284184277,68,Shih Tzu,small,low,calm,1,0.6906106035920865,16,0.40487089469517373
Dachshund,small,medium,stubborn,5,0.3538638094667814,11,Rottweiler,large,medium,protective,5,0.4485914759746493,72,0.5653886709357896
Corgi,small,medium,friendly,3,0.6082891977509837,7,Poodle,medium,high,intelligent,9,0.7149895044505223,58,0.54186785336705
Bulldog,medium,low,calm,6,0.6997833620066378,36,Corgi,small,medium,friendly,8,0.7458671480360313,18,0.6759362809378459
Rottweiler,large,medium,protective,10,0.6064670169000337,83,Husky,large,high,energetic,10,0.7068268160817661,74,0.8488127328419353
Dachshund,small,medium,stubborn,6,0.599169275349748,12,Bulldog,medium,medium,calm,6,0.5591810043312351,54,0.9735243202602226
Golden Retriever,large,high,friendly,12,0.9977651036079419,71,Corgi,small,medium,friendly,8,0.5355507519613817,16,0.6497482823713671
Poodle,medium,medium,intelligent,2,0.5326518959394859,44,Border Collie,medium,high,intelligent,6,0.7217123811489031,58,0.7739425917678084
Golden Retriever,large,high,friendly,12,1.0,69,Labrador,large,high,friendly,11,0.8356652311544247,89,1.0
Rottweiler,large,medium,protective,4,0.5878588159829153,79,Corgi,small,medium,friendly,10,0.6904370633245942,9,0.6216807667971791
German Shepherd,large,high,protective,4,0.5446759586284402,94,Shih Tzu,small,low,calm,10,0.5959072127188175,9,0.18710318183487165
Corgi,small,medium,friendly,10,0.8453127698979078,10,Golden Retriever,large,high,friendly,3,0.8209165166573947,98,0.82417153990367
Rottweiler,large,medium,protective,11,0.45076392463293835,80,Boxer,large,medium,playful,10,0.8613615079918732,73,0.9564435595555502
German Shepherd,large,high,protective,7,0.45588413227092933,79,Pomeranian,small,medium,bold,3,0.5101535395112651,23,0.24079950035937575
Rottweiler,large,medium,protective,6,0.3742377202642476,98,Corgi,small,medium,friendly,12,0.5408579201978976,23,0.38760123486025344
German Shepherd,large,high,protective,10,0.407373457225621,85,Dachshund,small,medium,stubborn,14,0.2747283142627155,19,0.25772848349703636
Shih Tzu,small,low,calm,7,0.4835556681294415,18,Shih Tzu,small,medium,calm,7,0.7340741480449156,16,0.9767923674821946
Dachshund,small,medium,stubborn,2,0.47796551830531925,17,Poodle,medium,medium,intelligent,3,0.8064914026064754,52,0.870993766451742
Bulldog,medium,medium,calm,2,0.6756687203157424,40,Rottweiler,large,high,protective,8,0.4726015847236695,93,0.6942362912889761
Labrador,large,high,friendly,1,0.9178452224245804,71,Bulldog,medium,low,calm,1,0.46046374946965307,51,0.46494568147166804
Border Collie,medium,high,intelligent,7,0.6545411013653926,31,Chihuahua,small,medium,nervous,2,0.3934835113959541,15,0.7267618758744591
Boxer,large,high,playful,1,0.7445777966896165,87,Pomeranian,small,medium,bold,5,0.5518582133265056,18,0.3786280519171837
Corgi,small,medium,friendly,7,0.6710180909512349,14,Rottweiler,large,medium,protective,1,0.4311264245413696,78,0.5586999408037046
Corgi,small,medium,friendly,7,0.7033223940093196,23,Chihuahua,small,medium,nervous,2,0.469105837469251,11,0.8253242494496884
Boxer,large,high,playful,9,0.8407817662421895,83,Husky,large,high,energetic,14,0.7054055413526561,82,0.9503793172573214
Pomeranian,small,medium,bold,2,0.5360458675024633,19,Golden Retriever,large,high,friendly,6,0.8653351769086984,60,0.3765923883267708
Corgi,small,medium,friendly,7,0.7823690079775959,20,Shih Tzu,small,low,calm,5,0.6092827854129846,7,0.6942371941180382
Boxer,large,high,playful,13,0.7472199687201387,88,German Shepherd,large,high,protective,13,0.697266211802493,75,1.0
German Shepherd,large,high,protective,5,0.4844307713190255,70,Golden Retriever,large,medium,friendly,4,1.0,98,0.8556623840098759
Husky,large,high,energetic,5,0.634789110316818,70,Beagle,medium,high,friendly,5,0.6923767733460354,55,0.9802098451777772
Chihuahua,small,high,nervous,11,0.4343343616932847,20,Bulldog,medium,low,calm,6,0.8050365442946248,45,0.33719322722571293
Bulldog,medium,low,calm,1,0.6788398950889738,46,Golden Retriever,large,high,friendly,5,0.9561617186599147,73,0.5667713555761663
Boxer,large,high,playful,5,0.7001146096872859,87,Shih Tzu,small,high,calm,13,0.46714486756670803,16,0.5527853647407568
Rottweiler,large,low,protective,8,0.39536947741925554,87,Chihuahua,small,high,nervous,5,0.3317086077199999,6,0.03719718866097579
Rottweiler,large,medium,protective,7,0.502017847682344,72,Rottweiler,large,medium,protective,6,0.39265624399349675,75,0.8942359518006128
Chihuahua,small,medium,nervous,5,0.2981348679681739,22,Chihuahua,small,medium,nervous,10,0.3768906180400373,9,0.7807596415947635
German Shepherd,large,high,protective,7,0.7535627228535657,75,Pomeranian,small,medium,bold,14,0.6658723268168619,22,0.38413772898965565
Husky,large,low,energetic,7,0.5214638363368023,70,Husky,large,high,energetic,6,0.7417665961239411,73,0.657493558268392
Beagle,medium,high,friendly,1,0.6726780838400052,51,Boxer,large,high,playful,10,0.826007277449083,71,0.786005004172204
Labrador,large,medium,friendly,9,0.9196458329018506,73,Pomeranian,small,high,bold,11,0.6015941313308746,16,0.40983228183357867
Chihuahua,small,medium,nervous,4,0.4243705619827474,21,Labrador,large,high,friendly,3,0.8132438317595545,66,0.5021277611476395
Husky,large,high,energetic,13,0.7185745515435751,70,Beagle,medium,high,friendly,3,0.9300165519294272,29,0.8476606641395
Border Collie,medium,high,intelligent,7,0.6857802519235255,29,Border Collie,medium,high,intelligent,2,0.7760758037437789,32,0.8885788020598833
Dachshund,small,medium,stubborn,13,0.3656206553446405,24,Pomeranian,small,medium,bold,2,0.6231801844083703,22,0.6907967599357405
Labrador,large,high,friendly,4,0.8256087622943817,79,Rottweiler,large,medium,protective,13,0.4746221768418587,76,0.7085098995329653
Border Collie,medium,medium,intelligent,2,0.6198443357774714,25,Pomeranian,small,medium,bold,13,0.24584361965382812,6,0.606550170592451
Labrador,large,high,friendly,14,1.0,64,Beagle,medium,medium,friendly,1,0.763030738858367,58,0.9440131831380881
Chihuahua,small,medium,nervous,13,0.6535627367284276,5,Husky,large,high,energetic,7,0.8037032695110132,74,0.17688071666004646
Boxer,large,high,playful,12,0.8758462028945564,68,Border Collie,medium,low,intelligent,2,0.7456620207665287,26,0.5114523982741884
Dachshund,small,medium,stubborn,3,0.3429551610480721,11,Dachshund,small,medium,stubborn,8,0.4261260106363504,24,0.745335491384886
German Shepherd,large,high,protective,12,0.6029266692176332,71,Pomeranian,small,medium,bold,10,0.48281143477630867,19,0.38397014728731543
Chihuahua,small,medium,nervous,2,0.39337638457870866,7,Dachshund,small,medium,stubborn,5,0.64597699842055,13,0.9953945088171865
Chihuahua,small,high,nervous,12,0.5721759734046046,20,Bulldog,medium,low,calm,10,0.591507588701618,34,0.4283848915483976
Shih Tzu,small,low,calm,7,0.5245735958352408,7,Bulldog,medium,low,calm,10,0.5092315601044773,33,1.0
Corgi,small,high,friendly,1,0.7971544909693378,9,Border Collie,medium,high,intelligent,2,0.6709732939837452,35,0.8495493673069039
Golden Retriever,large,low,friendly,7,1.0,61,Border Collie,medium,high,intelligent,11,0.6993237773619904,59,0.43708737979375123
Corgi,small,medium,friendly,12,0.7882775981344652,23,Bulldog,medium,low,calm,11,0.7437674989233909,26,0.8086640869942874
Golden Retriever,large,high,friendly,14,0.9373234641308456,62,Bulldog,medium,low,calm,13,0.7069736424628794,44,0.6818822728840394
Pomeranian,small,medium,bold,4,0.4076966792698637,14,Pomeranian,small,medium,bold,10,0.6622531790443287,19,0.9376844916157876
Shih Tzu,small,medium,calm,1,0.5427221133638069,8,Beagle,medium,medium,friendly,8,0.7570471547355521,51,0.8524065737286975
Husky,large,medium,energetic,7,0.7382448991967479,97,German Shepherd,large,high,protective,5,0.6590065054882617,87,0.7988528126860869
Husky,large,high,energetic,6,0.7229928877062559,99,Bulldog,medium,medium,calm,5,0.7510910109513338,26,0.847413279001824
German Shepherd,large,high,protective,4,0.6795895481718578,94,Rottweiler,large,medium,protective,3,0.5076510995605098,78,0.882569308396075
Beagle,medium,high,friendly,2,0.9274546983546362,52,Border Collie,medium,high,intelligent,4,0.664929448369861,53,0.9701162766507435
Pomeranian,small,medium,bold,5,0.5701216094460146,13,Shih Tzu,small,low,calm,6,0.4589074843123111,9,0.7979794218302765
Labrador,large,high,friendly,10,0.8882673599978215,90,Border Collie,medium,high,intelligent,5,0.7762905245975658,27,1.0
Husky,large,medium,energetic,5,0.7889926217804946,65,Poodle,medium,medium,intelligent,8,0.4847031560708759,36,0.9164384069240195
Poodle,medium,medium,intelligent,3,0.684471247580766,55,Boxer,large,high,playful,4,0.5369937178526327,75,0.7034661627590224
Bulldog,medium,low,calm,4,0.5995743323128755,45,Husky,large,high,energetic,3,0.6543053045009718,64,0.5096075591412174
Corgi,small,medium,friendly,8,0.6766876996257247,24,Husky,large,high,energetic,4,0.7760535847913654,73,0.37779316442487565
Dachshund,small,medium,stubborn,7,0.45928720667545836,11,Labrador,large,high,friendly,3,0.868876792696817,90,0.3918707136785595
Shih Tzu,small,low,calm,6,0.6316960282503109,18,Shih Tzu,small,medium,calm,5,0.5190340051853626,7,0.9587535959711535
German Shepherd,large,medium,protective,11,0.5953112062608936,72,Chihuahua,small,medium,nervous,3,0.4530206475638652,23,0.5252810276406256
Beagle,medium,high,friendly,9,0.7481799788603719,59,Bulldog,medium,low,calm,1,0.7917171777340776,47,0.4999708983256142
Golden Retriever,large,high,friendly,9,0.9100113330617736,86,Bulldog,medium,low,calm,8,0.7509058989023838,33,0.7324545530711221
Poodle,medium,medium,intelligent,5,0.7158201040576525,37,German Shepherd,large,high,protective,13,0.817047035066874,61,0.6617530323000156
German Shepherd,large,high,protective,11,0.6733123463292661,95,Beagle,medium,high,friendly,8,0.7474241506380714,39,0.754317696173632
Corgi,small,medium,friendly,5,0.6939117663810482,22,Labrador,large,high,friendly,3,0.7956031408150462,69,0.6544374385224103
Boxer,large,high,playful,3,0.8083470312644074,72,Rottweiler,large,medium,protective,4,0.2926058776113124,75,0.9261944876151103
Pomeranian,small,low,bold,11,0.5640420594530832,16,Dachshund,small,medium,stubborn,2,0.5045210986472789,15,0.6998598967220139
Beagle,medium,high,friendly,5,0.7874026688517977,32,Husky,large,high,energetic,13,0.7532433996954755,89,0.745883638673916
Labrador,large,high,friendly,6,1.0,79,Border Collie,medium,high,intelligent,7,0.9109803687746272,34,1.0
Rottweiler,large,medium,protective,10,0.5449137042249885,89,Husky,large,high,energetic,11,0.7633046249034217,72,0.9334861744108449
German Shepherd,large,high,protective,9,0.5440480875477725,77,Labrador,large,high,friendly,4,1.0,83,0.9505437932493224
Corgi,small,medium,friendly,2,0.7854706247787977,9,Husky,large,high,energetic,1,0.6964087356863378,90,0.44896505519568725
Husky,large,high,energetic,3,0.6427644709194305,88,Pomeranian,small,medium,bold,3,0.29243256941076345,21,0.34232901729299936
German Shepherd,large,high,protective,4,0.5918540377342787,85,Dachshund,small,medium,stubborn,3,0.44821897845628217,24,0.5839980523775393
Bulldog,medium,low,calm,5,0.5237358073867726,39,Rottweiler,large,medium,protective,11,0.3768630913813414,64,0.515166348891331
Bulldog,medium,low,calm,9,0.8072924344450108,40,Dachshund,small,medium,stubborn,14,0.38648306819295863,7,0.6282343368093063
Pomeranian,small,medium,bold,8,0.4939714178945393,7,Pomeranian,small,medium,bold,3,0.4786819037035218,5,0.8182027965459067
Border Collie,medium,high,intelligent,11,0.7843451879853032,30,Boxer,large,high,playful,14,0.8159695806978166,61,0.8995432371663382
Husky,large,high,energetic,14,0.5236956223299809,98,Bulldog,medium,medium,calm,2,0.6562470694628326,57,0.5675492495682732
Beagle,medium,high,friendly,8,0.8035317120201255,26,Husky,large,high,energetic,8,0.6506707400710104,64,0.949327286324821
Labrador,large,high,friendly,11,0.9178922051410675,82,Shih Tzu,small,low,calm,2,0.671107251643505,24,0.09911024077864775
